core.externalId,core.name,core.description,core.businessDescription,core.businessName,custom.data.world.businessSummary,custom.data.world.iri,custom.data.world.columnTypeName,custom.data.world.dataOwner,custom.data.world.dataSteward,core.reference,custom.data.world.restrictedToPublic,custom.data.world.sensitiveData,custom.data.world.status,custom.data.world.technicalSteward,custom.data.world.typePrefix
fl_dn1_tn3_s3_cn164,column name 164,database name 1 table name 3 schema 3 column name 164,,,business summary 362,https://fl-dms.linked.data.world/d/ddw-catalogs/col.362,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn165,column name 165,database name 1 table name 3 schema 3 column name 165,,,business summary 363,https://fl-dms.linked.data.world/d/ddw-catalogs/col.363,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn166,column name 166,database name 1 table name 3 schema 3 column name 166,,,business summary 364,https://fl-dms.linked.data.world/d/ddw-catalogs/col.364,bit,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn167,column name 167,database name 1 table name 3 schema 3 column name 167,,,business summary 365,https://fl-dms.linked.data.world/d/ddw-catalogs/col.365,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn168,column name 168,database name 1 table name 3 schema 3 column name 168,,,business summary 366,https://fl-dms.linked.data.world/d/ddw-catalogs/col.366,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn169,column name 169,database name 1 table name 3 schema 3 column name 169,,,business summary 367,https://fl-dms.linked.data.world/d/ddw-catalogs/col.367,NUMBER,Linda Allbritton     ,Linda Allbritton     ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn170,column name 170,database name 1 table name 3 schema 3 column name 170,,,business summary 368,https://fl-dms.linked.data.world/d/ddw-catalogs/col.368,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn171,column name 171,database name 1 table name 3 schema 3 column name 171,,,business summary 369,https://fl-dms.linked.data.world/d/ddw-catalogs/col.369,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn172,column name 172,database name 1 table name 3 schema 3 column name 172,,,business summary 370,https://fl-dms.linked.data.world/d/ddw-catalogs/col.370,DATE,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn173,column name 173,database name 1 table name 3 schema 3 column name 173,,,business summary 371,https://fl-dms.linked.data.world/d/ddw-catalogs/col.371,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn174,column name 174,database name 1 table name 3 schema 3 column name 174,,,business summary 372,https://fl-dms.linked.data.world/d/ddw-catalogs/col.372,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn175,column name 175,database name 1 table name 3 schema 3 column name 175,,,business summary 373,https://fl-dms.linked.data.world/d/ddw-catalogs/col.373,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn176,column name 176,database name 1 table name 3 schema 3 column name 176,,,business summary 374,https://fl-dms.linked.data.world/d/ddw-catalogs/col.374,float,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn177,column name 177,database name 1 table name 3 schema 3 column name 177,,,business summary 375,https://fl-dms.linked.data.world/d/ddw-catalogs/col.375,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn178,column name 178,database name 1 table name 3 schema 3 column name 178,,,business summary 376,https://fl-dms.linked.data.world/d/ddw-catalogs/col.376,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn179,column name 179,database name 1 table name 3 schema 3 column name 179,,,business summary 377,https://fl-dms.linked.data.world/d/ddw-catalogs/col.377,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn180,column name 180,database name 1 table name 3 schema 3 column name 180,,,business summary 378,https://fl-dms.linked.data.world/d/ddw-catalogs/col.378,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn181,column name 181,database name 1 table name 3 schema 3 column name 181,,,business summary 379,https://fl-dms.linked.data.world/d/ddw-catalogs/col.379,bit,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn182,column name 182,database name 1 table name 3 schema 3 column name 182,,,business summary 380,https://fl-dms.linked.data.world/d/ddw-catalogs/col.380,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn183,column name 183,database name 1 table name 3 schema 3 column name 183,,,business summary 381,https://fl-dms.linked.data.world/d/ddw-catalogs/col.381,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn184,column name 184,database name 1 table name 3 schema 3 column name 184,,,business summary 382,https://fl-dms.linked.data.world/d/ddw-catalogs/col.382,bigint,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn185,column name 185,database name 1 table name 3 schema 3 column name 185,,,business summary 383,https://fl-dms.linked.data.world/d/ddw-catalogs/col.383,CHAR,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn186,column name 186,database name 1 table name 3 schema 3 column name 186,,,business summary 384,https://fl-dms.linked.data.world/d/ddw-catalogs/col.384,VARCHAR2,Linda Allbritton     ,Linda Allbritton     ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn187,column name 187,database name 1 table name 3 schema 3 column name 187,,,business summary 385,https://fl-dms.linked.data.world/d/ddw-catalogs/col.385,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn188,column name 188,database name 1 table name 3 schema 3 column name 188,,,business summary 386,https://fl-dms.linked.data.world/d/ddw-catalogs/col.386,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn189,column name 189,database name 1 table name 3 schema 3 column name 189,,,business summary 387,https://fl-dms.linked.data.world/d/ddw-catalogs/col.387,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn190,column name 190,database name 1 table name 3 schema 3 column name 190,,,business summary 388,https://fl-dms.linked.data.world/d/ddw-catalogs/col.388,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn191,column name 191,database name 1 table name 3 schema 3 column name 191,,,business summary 389,https://fl-dms.linked.data.world/d/ddw-catalogs/col.389,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn192,column name 192,database name 1 table name 3 schema 3 column name 192,,,business summary 390,https://fl-dms.linked.data.world/d/ddw-catalogs/col.390,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn193,column name 193,database name 1 table name 3 schema 3 column name 193,,,business summary 391,https://fl-dms.linked.data.world/d/ddw-catalogs/col.391,VARCHAR2,Valerie Reglat       ,Valerie Reglat       ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn194,column name 194,database name 1 table name 3 schema 3 column name 194,,,business summary 392,https://fl-dms.linked.data.world/d/ddw-catalogs/col.392,bigint,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn195,column name 195,database name 1 table name 3 schema 3 column name 195,,,business summary 393,https://fl-dms.linked.data.world/d/ddw-catalogs/col.393,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn196,column name 196,database name 1 table name 3 schema 3 column name 196,,,business summary 394,https://fl-dms.linked.data.world/d/ddw-catalogs/col.394,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn197,column name 197,database name 1 table name 3 schema 3 column name 197,,,business summary 395,https://fl-dms.linked.data.world/d/ddw-catalogs/col.395,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn198,column name 198,database name 1 table name 3 schema 3 column name 198,,,business summary 396,https://fl-dms.linked.data.world/d/ddw-catalogs/col.396,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn199,column name 199,database name 1 table name 3 schema 3 column name 199,,,business summary 397,https://fl-dms.linked.data.world/d/ddw-catalogs/col.397,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn200,column name 200,database name 1 table name 3 schema 3 column name 200,,,business summary 398,https://fl-dms.linked.data.world/d/ddw-catalogs/col.398,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn201,column name 201,database name 1 table name 3 schema 3 column name 201,,,business summary 399,https://fl-dms.linked.data.world/d/ddw-catalogs/col.399,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn202,column name 202,database name 1 table name 3 schema 3 column name 202,,,business summary 400,https://fl-dms.linked.data.world/d/ddw-catalogs/col.400,nvarchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn203,column name 203,database name 1 table name 3 schema 3 column name 203,,,business summary 401,https://fl-dms.linked.data.world/d/ddw-catalogs/col.401,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn204,column name 204,database name 1 table name 3 schema 3 column name 204,,,business summary 402,https://fl-dms.linked.data.world/d/ddw-catalogs/col.402,decimal,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn205,column name 205,database name 1 table name 3 schema 3 column name 205,,,business summary 403,https://fl-dms.linked.data.world/d/ddw-catalogs/col.403,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn206,column name 206,database name 1 table name 3 schema 3 column name 206,,,business summary 404,https://fl-dms.linked.data.world/d/ddw-catalogs/col.404,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn207,column name 207,database name 1 table name 3 schema 3 column name 207,,,business summary 405,https://fl-dms.linked.data.world/d/ddw-catalogs/col.405,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn208,column name 208,database name 1 table name 3 schema 3 column name 208,,,business summary 406,https://fl-dms.linked.data.world/d/ddw-catalogs/col.406,VARCHAR2,Linda Allbritton     ,Linda Allbritton     ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn209,column name 209,database name 1 table name 3 schema 3 column name 209,,,business summary 407,https://fl-dms.linked.data.world/d/ddw-catalogs/col.407,decimal,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn210,column name 210,database name 1 table name 3 schema 3 column name 210,,,business summary 408,https://fl-dms.linked.data.world/d/ddw-catalogs/col.408,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn211,column name 211,database name 1 table name 3 schema 3 column name 211,,,business summary 409,https://fl-dms.linked.data.world/d/ddw-catalogs/col.409,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn212,column name 212,database name 1 table name 3 schema 3 column name 212,,,business summary 410,https://fl-dms.linked.data.world/d/ddw-catalogs/col.410,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn213,column name 213,database name 1 table name 3 schema 3 column name 213,,,business summary 411,https://fl-dms.linked.data.world/d/ddw-catalogs/col.411,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn214,column name 214,database name 1 table name 3 schema 3 column name 214,,,business summary 412,https://fl-dms.linked.data.world/d/ddw-catalogs/col.412,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn215,column name 215,database name 1 table name 3 schema 3 column name 215,,,business summary 413,https://fl-dms.linked.data.world/d/ddw-catalogs/col.413,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn216,column name 216,database name 1 table name 3 schema 3 column name 216,,,business summary 414,https://fl-dms.linked.data.world/d/ddw-catalogs/col.414,VARCHAR2,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn217,column name 217,database name 1 table name 3 schema 3 column name 217,,,business summary 415,https://fl-dms.linked.data.world/d/ddw-catalogs/col.415,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn218,column name 218,database name 1 table name 3 schema 3 column name 218,,,business summary 416,https://fl-dms.linked.data.world/d/ddw-catalogs/col.416,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn219,column name 219,database name 1 table name 3 schema 3 column name 219,,,business summary 417,https://fl-dms.linked.data.world/d/ddw-catalogs/col.417,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn220,column name 220,database name 1 table name 3 schema 3 column name 220,,,business summary 418,https://fl-dms.linked.data.world/d/ddw-catalogs/col.418,datetime,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn221,column name 221,database name 1 table name 3 schema 3 column name 221,,,business summary 419,https://fl-dms.linked.data.world/d/ddw-catalogs/col.419,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn222,column name 222,database name 1 table name 3 schema 3 column name 222,,,business summary 420,https://fl-dms.linked.data.world/d/ddw-catalogs/col.420,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn223,column name 223,database name 1 table name 3 schema 3 column name 223,,,business summary 421,https://fl-dms.linked.data.world/d/ddw-catalogs/col.421,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn224,column name 224,database name 1 table name 3 schema 3 column name 224,,,business summary 422,https://fl-dms.linked.data.world/d/ddw-catalogs/col.422,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn225,column name 225,database name 1 table name 3 schema 3 column name 225,,,business summary 423,https://fl-dms.linked.data.world/d/ddw-catalogs/col.423,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn226,column name 226,database name 1 table name 3 schema 3 column name 226,,,business summary 424,https://fl-dms.linked.data.world/d/ddw-catalogs/col.424,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn227,column name 227,database name 1 table name 3 schema 3 column name 227,,,business summary 425,https://fl-dms.linked.data.world/d/ddw-catalogs/col.425,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn228,column name 228,database name 1 table name 3 schema 3 column name 228,,,business summary 426,https://fl-dms.linked.data.world/d/ddw-catalogs/col.426,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn229,column name 229,database name 1 table name 3 schema 3 column name 229,,,business summary 427,https://fl-dms.linked.data.world/d/ddw-catalogs/col.427,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn230,column name 230,database name 1 table name 3 schema 3 column name 230,,,business summary 428,https://fl-dms.linked.data.world/d/ddw-catalogs/col.428,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn231,column name 231,database name 1 table name 3 schema 3 column name 231,,,business summary 429,https://fl-dms.linked.data.world/d/ddw-catalogs/col.429,datetime,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn232,column name 232,database name 1 table name 3 schema 3 column name 232,,,business summary 430,https://fl-dms.linked.data.world/d/ddw-catalogs/col.430,decimal,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn233,column name 233,database name 1 table name 3 schema 3 column name 233,,,business summary 431,https://fl-dms.linked.data.world/d/ddw-catalogs/col.431,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn234,column name 234,database name 1 table name 3 schema 3 column name 234,,,business summary 432,https://fl-dms.linked.data.world/d/ddw-catalogs/col.432,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn235,column name 235,database name 1 table name 3 schema 3 column name 235,,,business summary 433,https://fl-dms.linked.data.world/d/ddw-catalogs/col.433,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn236,column name 236,database name 1 table name 3 schema 3 column name 236,,,business summary 434,https://fl-dms.linked.data.world/d/ddw-catalogs/col.434,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn237,column name 237,database name 1 table name 3 schema 3 column name 237,,,business summary 435,https://fl-dms.linked.data.world/d/ddw-catalogs/col.435,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn238,column name 238,database name 1 table name 3 schema 3 column name 238,,,business summary 436,https://fl-dms.linked.data.world/d/ddw-catalogs/col.436,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn239,column name 239,database name 1 table name 3 schema 3 column name 239,,,business summary 437,https://fl-dms.linked.data.world/d/ddw-catalogs/col.437,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn240,column name 240,database name 1 table name 3 schema 3 column name 240,,,business summary 438,https://fl-dms.linked.data.world/d/ddw-catalogs/col.438,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn241,column name 241,database name 1 table name 3 schema 3 column name 241,,,business summary 439,https://fl-dms.linked.data.world/d/ddw-catalogs/col.439,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn242,column name 242,database name 1 table name 3 schema 3 column name 242,,,business summary 440,https://fl-dms.linked.data.world/d/ddw-catalogs/col.440,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn243,column name 243,database name 1 table name 3 schema 3 column name 243,,,business summary 441,https://fl-dms.linked.data.world/d/ddw-catalogs/col.441,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn244,column name 244,database name 1 table name 3 schema 3 column name 244,,,business summary 442,https://fl-dms.linked.data.world/d/ddw-catalogs/col.442,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn245,column name 245,database name 1 table name 3 schema 3 column name 245,,,business summary 443,https://fl-dms.linked.data.world/d/ddw-catalogs/col.443,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn246,column name 246,database name 1 table name 3 schema 3 column name 246,,,business summary 444,https://fl-dms.linked.data.world/d/ddw-catalogs/col.444,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn247,column name 247,database name 1 table name 3 schema 3 column name 247,,,business summary 445,https://fl-dms.linked.data.world/d/ddw-catalogs/col.445,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn248,column name 248,database name 1 table name 3 schema 3 column name 248,,,business summary 446,https://fl-dms.linked.data.world/d/ddw-catalogs/col.446,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn249,column name 249,database name 1 table name 3 schema 3 column name 249,,,business summary 447,https://fl-dms.linked.data.world/d/ddw-catalogs/col.447,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn250,column name 250,database name 1 table name 3 schema 3 column name 250,,,business summary 448,https://fl-dms.linked.data.world/d/ddw-catalogs/col.448,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn251,column name 251,database name 1 table name 3 schema 3 column name 251,,,business summary 449,https://fl-dms.linked.data.world/d/ddw-catalogs/col.449,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn252,column name 252,database name 1 table name 3 schema 3 column name 252,,,business summary 450,https://fl-dms.linked.data.world/d/ddw-catalogs/col.450,varbinary,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn253,column name 253,database name 1 table name 3 schema 3 column name 253,,,business summary 451,https://fl-dms.linked.data.world/d/ddw-catalogs/col.451,VARCHAR2,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn254,column name 254,database name 1 table name 3 schema 3 column name 254,,,business summary 452,https://fl-dms.linked.data.world/d/ddw-catalogs/col.452,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn255,column name 255,database name 1 table name 3 schema 3 column name 255,,,business summary 453,https://fl-dms.linked.data.world/d/ddw-catalogs/col.453,VARCHAR,Cheri Holliday,Brenda Hough,,Yes,,,Nikki Turlington,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn256,column name 256,database name 1 table name 3 schema 3 column name 256,,,business summary 454,https://fl-dms.linked.data.world/d/ddw-catalogs/col.454,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn257,column name 257,database name 1 table name 3 schema 3 column name 257,,,business summary 455,https://fl-dms.linked.data.world/d/ddw-catalogs/col.455,FLOAT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn258,column name 258,database name 1 table name 3 schema 3 column name 258,,,business summary 456,https://fl-dms.linked.data.world/d/ddw-catalogs/col.456,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn259,column name 259,database name 1 table name 3 schema 3 column name 259,,,business summary 457,https://fl-dms.linked.data.world/d/ddw-catalogs/col.457,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn260,column name 260,database name 1 table name 3 schema 3 column name 260,,,business summary 458,https://fl-dms.linked.data.world/d/ddw-catalogs/col.458,bigint,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn261,column name 261,database name 1 table name 3 schema 3 column name 261,,,business summary 459,https://fl-dms.linked.data.world/d/ddw-catalogs/col.459,XMLTYPE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn262,column name 262,database name 1 table name 3 schema 3 column name 262,,,business summary 460,https://fl-dms.linked.data.world/d/ddw-catalogs/col.460,bit,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn263,column name 263,database name 1 table name 3 schema 3 column name 263,,,business summary 461,https://fl-dms.linked.data.world/d/ddw-catalogs/col.461,NUMERIC,Cheri Holliday,Brenda Hough,,Yes,,,Nikki Turlington,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn264,column name 264,database name 1 table name 3 schema 3 column name 264,,,business summary 462,https://fl-dms.linked.data.world/d/ddw-catalogs/col.462,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn265,column name 265,database name 1 table name 3 schema 3 column name 265,,,business summary 463,https://fl-dms.linked.data.world/d/ddw-catalogs/col.463,NUMBER,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn266,column name 266,database name 1 table name 3 schema 3 column name 266,,,business summary 464,https://fl-dms.linked.data.world/d/ddw-catalogs/col.464,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn267,column name 267,database name 1 table name 3 schema 3 column name 267,,,business summary 465,https://fl-dms.linked.data.world/d/ddw-catalogs/col.465,NUMBER,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn268,column name 268,database name 1 table name 3 schema 3 column name 268,,,business summary 466,https://fl-dms.linked.data.world/d/ddw-catalogs/col.466,VARCHAR2,Keith Brinkman       ,Keith Brinkman       ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn269,column name 269,database name 1 table name 3 schema 3 column name 269,,,business summary 467,https://fl-dms.linked.data.world/d/ddw-catalogs/col.467,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn270,column name 270,database name 1 table name 3 schema 3 column name 270,,,business summary 468,https://fl-dms.linked.data.world/d/ddw-catalogs/col.468,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn271,column name 271,database name 1 table name 3 schema 3 column name 271,,,business summary 469,https://fl-dms.linked.data.world/d/ddw-catalogs/col.469,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn272,column name 272,database name 1 table name 3 schema 3 column name 272,,,business summary 470,https://fl-dms.linked.data.world/d/ddw-catalogs/col.470,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn273,column name 273,database name 1 table name 3 schema 3 column name 273,,,business summary 471,https://fl-dms.linked.data.world/d/ddw-catalogs/col.471,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn274,column name 274,database name 1 table name 3 schema 3 column name 274,,,business summary 472,https://fl-dms.linked.data.world/d/ddw-catalogs/col.472,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn275,column name 275,database name 1 table name 3 schema 3 column name 275,,,business summary 473,https://fl-dms.linked.data.world/d/ddw-catalogs/col.473,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn276,column name 276,database name 1 table name 3 schema 3 column name 276,,,business summary 474,https://fl-dms.linked.data.world/d/ddw-catalogs/col.474,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn277,column name 277,database name 1 table name 3 schema 3 column name 277,,,business summary 475,https://fl-dms.linked.data.world/d/ddw-catalogs/col.475,DATE,Cheri Holliday,Brenda Hough,,Yes,,,Nikki Turlington,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn278,column name 278,database name 1 table name 3 schema 3 column name 278,,,business summary 476,https://fl-dms.linked.data.world/d/ddw-catalogs/col.476,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn279,column name 279,database name 1 table name 3 schema 3 column name 279,,,business summary 477,https://fl-dms.linked.data.world/d/ddw-catalogs/col.477,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn280,column name 280,database name 1 table name 3 schema 3 column name 280,,,business summary 478,https://fl-dms.linked.data.world/d/ddw-catalogs/col.478,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn281,column name 281,database name 1 table name 3 schema 3 column name 281,,,business summary 479,https://fl-dms.linked.data.world/d/ddw-catalogs/col.479,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn282,column name 282,database name 1 table name 3 schema 3 column name 282,,,business summary 480,https://fl-dms.linked.data.world/d/ddw-catalogs/col.480,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn283,column name 283,database name 1 table name 3 schema 3 column name 283,,,business summary 481,https://fl-dms.linked.data.world/d/ddw-catalogs/col.481,DATE,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn284,column name 284,database name 1 table name 3 schema 3 column name 284,,,business summary 482,https://fl-dms.linked.data.world/d/ddw-catalogs/col.482,NUMBER,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn285,column name 285,database name 1 table name 3 schema 3 column name 285,,,business summary 483,https://fl-dms.linked.data.world/d/ddw-catalogs/col.483,NUMBER,Kelly Recio          ,Kelly Recio          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
